# Number of nodes: 10000
# Number of edges in Barabasi graph: 3
# Graph 	 Messages 	 Different initial 	 Similar Initial
24	1	45.9667	45.3951
24	2	62.1449	56.5507
24	3	67.4044	59.8574
25	1	59.9759	40.275
25	2	79.1052	45.8471
25	3	46.7968	57.9871
26	1	53.6108	40.4496
26	2	59.5174	46.5719
26	3	61.6569	50.3081
27	1	55.921	39.4164
27	2	64.8841	66.6496
27	3	77.6408	44.3794
28	1	53.9977	50.7897
28	2	55.6728	43.5512
28	3	71.3552	66.0313
29	1	57.0342	53.1046
29	2	64.8245	60.7937
29	3	57.0182	48.7912
30	1	55.5279	53.7012
30	2	59.4692	56.1304
30	3	58.7881	37.1033
31	1	49.9299	47.9279
31	2	64.072	49.6734
31	3	57.1134	53.5799
32	1	54.7863	37.7738
32	2	65.5299	65.8906
32	3	69.7328	37.2021
33	1	48.0301	44.2072
33	2	62.6346	45.917
33	3	71.4862	38.263
34	1	63.074	53.0996
34	2	52.4248	29.4525
34	3	69.5645	54.6461
35	1	49.538	41.8622
35	2	58.1101	51.3079
35	3	56.5886	40.1925
36	1	57.1371	30.7555
36	2	58.7451	36.237
36	3	69.202	43.7098
37	1	61.4047	40.5248
37	2	65.1363	47.0245
37	3	59.0274	52.8021
38	1	51.4925	41.1699
38	2	55.8617	43.8719
38	3	50.9026	45.8104
39	1	54.2338	49.464
39	2	67.3375	41.4486
39	3	70.828	46.333
40	1	60.7638	38.0881
40	2	65.618	57.7416
40	3	37.984	55.9524
41	1	54.3466	26.5049
41	2	57.4234	64.2765
41	3	62.3636	61.8529
42	1	57.5631	41.8791
42	2	61.3377	51.1468
42	3	81.8893	53.6012
43	1	58.633	44.616
43	2	50.9547	41.8837
43	3	62.5747	57.8977
44	1	59.9086	49.0826
44	2	48.055	47.1093
44	3	52.5683	38.2065
45	1	53.4894	53.1884
45	2	74.0334	37.1719
45	3	64.1602	49.7082
46	1	59.7613	51.4723
46	2	70.1362	51.2104
46	3	66.1073	53.7872
47	1	59.0564	53.2981
47	2	57.8826	55.5864
47	3	61.9792	60.9966
48	1	46.4527	50.7361
48	2	69.9575	57.8756
48	3	56.7928	45.0876
49	1	59.97	44.6049
49	2	61.8997	52.0494
49	3	69.5663	54.7007
50	1	61.7423	39.7648
50	2	60.0962	49.8481
50	3	77.8356	46.1303
51	1	48.6919	41.0299
51	2	55.1315	40.1317
51	3	53.5442	44.306
52	1	61.4273	44.3201
52	2	68.6745	40.0273
52	3	66.9317	63.7781
53	1	47.468	37.7627
53	2	56.734	40.499
53	3	67.2548	49.7503
54	1	51.7692	37.4845
54	2	66.3808	40.9563
54	3	49.7625	52.6244
55	1	59.0268	40.6906
55	2	80.9793	37.5274
55	3	43.7472	60.5825
56	1	65.3541	44.3969
56	2	66.2901	53.144
56	3	51.9418	46.6724
57	1	68.5927	57.225
57	2	56.1258	46.8264
57	3	74.7597	68.7555
58	1	60.9854	41.896
58	2	72.963	56.9611
58	3	66.0003	65.0818
59	1	55.6852	43.562
59	2	78.1876	43.6887
59	3	72.2897	52.8585
60	1	54.1534	51.6456
60	2	46.2311	72.8224
60	3	64.3441	65.7288
61	1	67.8979	40.2222
61	2	60.1182	43.322
61	3	59.4741	48.4017
62	1	55.8033	42.5611
62	2	62.8859	50.8644
62	3	55.3585	47.0614
63	1	66.9743	44.5844
63	2	55.5207	49.645
63	3	52.1881	56.2677
64	1	42.1763	46.6141
64	2	58.7056	59.8563
64	3	50.9472	58.629
65	1	52.9318	53.0039
65	2	68.847	42.4377
65	3	57.9334	39.3579
66	1	59.6226	60.2103
66	2	59.7502	65.5013
66	3	56.7358	58.1062
67	1	55.8121	51.3377
67	2	70.6192	59.1622
67	3	61.8278	56.118
68	1	47.0458	41.0967
68	2	54.806	39.0693
68	3	52.0848	36.6848
69	1	54.1709	44.7825
69	2	71.6704	55.0504
69	3	68.9484	44.0131
70	1	58.9574	39.9294
70	2	63.1134	48.8447
70	3	71.6248	45.4846
71	1	57.7082	41.9648
71	2	64.3315	48.8298
71	3	67.2413	41.9148
72	1	57.3272	38.1769
72	2	70.0827	41.0381
72	3	40.7128	38.5884
73	1	60.2082	27.0771
73	2	69.9491	43.1329
73	3	71.5139	55.2779
74	1	56.8004	38.6626
74	2	73.1393	33.775
74	3	51.3698	49.3204
75	1	51.6836	27.9343
75	2	51.8347	47.3996
75	3	64.7293	52.6825
76	1	57.5887	49.1806
76	2	53.4303	47.4513
76	3	56.2529	54.2259
77	1	59.6991	50.4874
77	2	63.6789	55.0618
77	3	69.9692	53.2307
78	1	54.0731	47.838
78	2	63.1352	47.1964
78	3	58.1383	56.8001
79	1	61.0642	34.0977
79	2	58.1225	51.3432
79	3	75.5532	48.0262
80	1	56.4686	48.9678
80	2	65.1372	57.8473
80	3	81.6649	62.9433
81	1	66.4619	48.0931
81	2	66.2308	52.4757
81	3	65.4538	41.8129
82	1	55.816	43.6637
82	2	39.2423	37.8069
82	3	62.6073	34.5992
83	1	56.3393	32.5938
83	2	69.6433	47.5152
83	3	70.6272	54.9788
84	1	55.2839	37.8507
84	2	65.6024	52.365
84	3	52.1083	46.261
85	1	65.3736	40.5821
85	2	46.8748	45.0158
85	3	53.3895	72.8946
86	1	54.8518	54.2218
86	2	59.9951	47.4796
86	3	52.2766	47.868
87	1	61.4149	47.7109
87	2	58.5061	62.9418
87	3	72.2595	43.356
88	1	61.7463	40.945
88	2	57.3764	60.3918
88	3	60.5399	48.9791
89	1	54.4668	55.9356
89	2	58.1258	57.6151
89	3	54.3087	56.0327
90	1	53.5833	30.4511
90	2	71.3742	56.5422
90	3	65.0	57.7897
91	1	50.6822	33.4606
91	2	69.6828	48.1218
91	3	62.6527	37.1952
92	1	56.393	30.7462
92	2	71.8184	48.9484
92	3	45.7723	47.8805
93	1	47.7946	48.1477
93	2	60.9312	56.5513
93	3	66.3168	28.4943
94	1	61.4017	50.0608
94	2	52.5936	66.1289
94	3	73.2459	41.2135
95	1	44.1323	36.5069
95	2	63.1426	47.9428
95	3	62.4577	61.1065
96	1	54.9417	49.6992
96	2	58.3935	48.7601
96	3	50.5459	36.789
97	1	58.2538	38.6786
97	2	71.334	58.7345
97	3	60.9574	48.9222
98	1	62.8492	38.8771
98	2	56.8083	42.5301
98	3	63.5635	53.5449
99	1	53.781	48.7055
99	2	61.454	49.0991
99	3	59.582	54.9734
100	1	63.6232	36.0645
100	2	58.3865	38.5718
100	3	60.0547	55.0645
